(venv) athul@athul-Lenovo-YOGA-720-13IKB:~/Documents/Codes/AMAT/examples/acta-astronautica/uranus-orbiter-probe$ python3 08-performance-analysis-prd.py
RUN #: 1, SAMPLE #: 110, EFPA: -11.49, SIGMA: -1.41, LD: 0.24, APO : 562018.63
RUN #: 728, SAMPLE #: 125, EFPA: -11.62, SIGMA: -3.14, LD: 0.24, APO : 504889.75
RUN #: 729, SAMPLE #: 1, EFPA: -11.67, SIGMA: 0.43, LD: 0.25, APO : 544079.78
RUN #: 730, SAMPLE #: 200, EFPA: -11.84, SIGMA: -0.70, LD: 0.23, APO : 457381.37
RUN #: 731, SAMPLE #: 19, EFPA: -11.60, SIGMA: -0.48, LD: 0.25, APO : 526273.95
RUN #: 732, SAMPLE #: 104, EFPA: -11.72, SIGMA: 1.66, LD: 0.24, APO : 482144.17
RUN #: 733, SAMPLE #: 21, EFPA: -11.75, SIGMA: -0.39, LD: 0.25, APO : 511594.99
RUN #: 734, SAMPLE #: 76, EFPA: -11.81, SIGMA: -0.14, LD: 0.25, APO : 526453.31
RUN #: 735, SAMPLE #: 94, EFPA: -11.57, SIGMA: -2.00, LD: 0.25, APO : 492706.37
RUN #: 736, SAMPLE #: 88, EFPA: -11.54, SIGMA: -0.30, LD: 0.23, APO : 525334.52
RUN #: 737, SAMPLE #: 163, EFPA: -11.82, SIGMA: 2.00, LD: 0.23, APO : 533117.71
RUN #: 738, SAMPLE #: 82, EFPA: -11.82, SIGMA: -0.15, LD: 0.23, APO : 471344.59
RUN #: 739, SAMPLE #: 154, EFPA: -11.78, SIGMA: -0.59, LD: 0.25, APO : 542610.69
RUN #: 740, SAMPLE #: 75, EFPA: -11.93, SIGMA: -0.17, LD: 0.24, APO : 554223.47
RUN #: 741, SAMPLE #: 157, EFPA: -11.70, SIGMA: -0.61, LD: 0.26, APO : 570024.65
RUN #: 742, SAMPLE #: 72, EFPA: -11.68, SIGMA: -0.21, LD: 0.24, APO : 540883.65
RUN #: 743, SAMPLE #: 19, EFPA: -11.67, SIGMA: -1.58, LD: 0.23, APO : 477787.73
RUN #: 744, SAMPLE #: 80, EFPA: -11.75, SIGMA: 0.05, LD: 0.24, APO : 541708.70
RUN #: 745, SAMPLE #: 77, EFPA: -11.91, SIGMA: 0.22, LD: 0.22, APO : 530697.87
RUN #: 746, SAMPLE #: 94, EFPA: -11.82, SIGMA: 0.42, LD: 0.23, APO : 579447.75
RUN #: 747, SAMPLE #: 80, EFPA: -11.61, SIGMA: 1.25, LD: 0.24, APO : 598567.55
RUN #: 748, SAMPLE #: 17, EFPA: -11.76, SIGMA: 0.24, LD: 0.24, APO : 532848.64
RUN #: 749, SAMPLE #: 103, EFPA: -11.60, SIGMA: -0.32, LD: 0.23, APO : 548906.94
RUN #: 750, SAMPLE #: 35, EFPA: -11.82, SIGMA: -0.06, LD: 0.24, APO : 535554.60
RUN #: 751, SAMPLE #: 134, EFPA: -11.76, SIGMA: -0.61, LD: 0.24, APO : 584591.64
RUN #: 752, SAMPLE #: 77, EFPA: -11.58, SIGMA: 0.91, LD: 0.24, APO : 504851.42
RUN #: 753, SAMPLE #: 85, EFPA: -11.72, SIGMA: -0.18, LD: 0.26, APO : 533777.08
RUN #: 754, SAMPLE #: 25, EFPA: -11.62, SIGMA: 0.18, LD: 0.23, APO : 538734.50
RUN #: 755, SAMPLE #: 58, EFPA: -11.51, SIGMA: -0.06, LD: 0.23, APO : 525025.68
RUN #: 756, SAMPLE #: 20, EFPA: -11.69, SIGMA: -1.01, LD: 0.23, APO : 509360.78
RUN #: 757, SAMPLE #: 3, EFPA: -11.56, SIGMA: 1.64, LD: 0.25, APO : 493517.74
RUN #: 758, SAMPLE #: 159, EFPA: -11.98, SIGMA: -1.41, LD: 0.24, APO : 567506.68
RUN #: 759, SAMPLE #: 5, EFPA: -11.76, SIGMA: 1.58, LD: 0.22, APO : 546199.09
RUN #: 760, SAMPLE #: 114, EFPA: -11.67, SIGMA: -0.82, LD: 0.23, APO : 518967.36
RUN #: 761, SAMPLE #: 174, EFPA: -11.62, SIGMA: 0.21, LD: 0.23, APO : 507905.18
RUN #: 762, SAMPLE #: 151, EFPA: -11.70, SIGMA: -0.44, LD: 0.23, APO : 568912.51
RUN #: 763, SAMPLE #: 45, EFPA: -11.76, SIGMA: -1.25, LD: 0.23, APO : 487077.13
RUN #: 764, SAMPLE #: 135, EFPA: -11.63, SIGMA: -1.36, LD: 0.23, APO : 492193.64
RUN #: 765, SAMPLE #: 163, EFPA: -11.66, SIGMA: 0.35, LD: 0.25, APO : 510655.36
RUN #: 766, SAMPLE #: 139, EFPA: -11.86, SIGMA: -0.76, LD: 0.23, APO : 542045.89
RUN #: 767, SAMPLE #: 190, EFPA: -11.74, SIGMA: 0.46, LD: 0.24, APO : 507300.80
RUN #: 768, SAMPLE #: 36, EFPA: -11.64, SIGMA: 0.13, LD: 0.23, APO : 518795.89
RUN #: 769, SAMPLE #: 136, EFPA: -11.69, SIGMA: -0.21, LD: 0.23, APO : 485339.55
RUN #: 770, SAMPLE #: 72, EFPA: -11.78, SIGMA: 0.46, LD: 0.23, APO : 521487.85
RUN #: 771, SAMPLE #: 116, EFPA: -11.62, SIGMA: 0.87, LD: 0.25, APO : 562574.31
RUN #: 772, SAMPLE #: 162, EFPA: -11.70, SIGMA: -1.61, LD: 0.24, APO : 535962.31
RUN #: 773, SAMPLE #: 55, EFPA: -11.59, SIGMA: 0.78, LD: 0.22, APO : 524309.70
RUN #: 774, SAMPLE #: 105, EFPA: -11.71, SIGMA: 1.74, LD: 0.24, APO : 545212.06
RUN #: 775, SAMPLE #: 103, EFPA: -11.91, SIGMA: 1.64, LD: 0.26, APO : 516175.28
RUN #: 776, SAMPLE #: 65, EFPA: -11.68, SIGMA: 0.40, LD: 0.22, APO : 571723.21
RUN #: 777, SAMPLE #: 136, EFPA: -11.60, SIGMA: -0.66, LD: 0.24, APO : 526469.62
RUN #: 778, SAMPLE #: 1, EFPA: -11.78, SIGMA: 1.37, LD: 0.26, APO : 506670.91
RUN #: 779, SAMPLE #: 6, EFPA: -11.78, SIGMA: 1.52, LD: 0.24, APO : 553018.29
RUN #: 780, SAMPLE #: 33, EFPA: -11.69, SIGMA: -0.55, LD: 0.24, APO : 543008.07
RUN #: 781, SAMPLE #: 145, EFPA: -11.75, SIGMA: -0.07, LD: 0.24, APO : 549589.49
RUN #: 782, SAMPLE #: 11, EFPA: -11.81, SIGMA: -0.48, LD: 0.25, APO : 485284.71
RUN #: 783, SAMPLE #: 104, EFPA: -11.64, SIGMA: -0.02, LD: 0.22, APO : 527208.46
RUN #: 784, SAMPLE #: 90, EFPA: -11.86, SIGMA: 1.03, LD: 0.25, APO : 516016.66
RUN #: 785, SAMPLE #: 76, EFPA: -11.68, SIGMA: -0.27, LD: 0.23, APO : 511801.63
RUN #: 786, SAMPLE #: 133, EFPA: -11.60, SIGMA: 0.41, LD: 0.25, APO : 547113.32
RUN #: 787, SAMPLE #: 136, EFPA: -11.76, SIGMA: 0.91, LD: 0.26, APO : 545559.18
RUN #: 788, SAMPLE #: 184, EFPA: -11.81, SIGMA: -0.15, LD: 0.22, APO : 538039.15
RUN #: 789, SAMPLE #: 90, EFPA: -11.67, SIGMA: 0.79, LD: 0.24, APO : 530686.28
RUN #: 790, SAMPLE #: 170, EFPA: -11.62, SIGMA: 0.73, LD: 0.24, APO : 567673.84
RUN #: 791, SAMPLE #: 56, EFPA: -11.83, SIGMA: -0.17, LD: 0.25, APO : 529753.08
RUN #: 792, SAMPLE #: 12, EFPA: -11.64, SIGMA: 0.16, LD: 0.26, APO : 536047.12
RUN #: 793, SAMPLE #: 104, EFPA: -11.65, SIGMA: -0.07, LD: 0.22, APO : 637257.08
RUN #: 794, SAMPLE #: 71, EFPA: -11.82, SIGMA: 1.28, LD: 0.26, APO : 537296.30
RUN #: 795, SAMPLE #: 38, EFPA: -11.62, SIGMA: 1.12, LD: 0.25, APO : 550839.61
RUN #: 796, SAMPLE #: 127, EFPA: -11.75, SIGMA: 0.46, LD: 0.22, APO : 525292.80
RUN #: 797, SAMPLE #: 68, EFPA: -11.61, SIGMA: 0.04, LD: 0.22, APO : 526396.25
RUN #: 798, SAMPLE #: 105, EFPA: -11.87, SIGMA: 1.24, LD: 0.20, APO : 503546.29
RUN #: 799, SAMPLE #: 32, EFPA: -11.74, SIGMA: 0.19, LD: 0.24, APO : 537681.25
RUN #: 800, SAMPLE #: 99, EFPA: -11.65, SIGMA: -1.02, LD: 0.25, APO : 494625.47
RUN #: 801, SAMPLE #: 122, EFPA: -11.81, SIGMA: 0.56, LD: 0.25, APO : 493775.92
RUN #: 802, SAMPLE #: 171, EFPA: -11.50, SIGMA: -0.47, LD: 0.21, APO : 527029.30
RUN #: 803, SAMPLE #: 157, EFPA: -11.63, SIGMA: -0.19, LD: 0.25, APO : 549462.92
RUN #: 804, SAMPLE #: 121, EFPA: -11.86, SIGMA: 0.33, LD: 0.23, APO : 535125.38
RUN #: 805, SAMPLE #: 28, EFPA: -11.60, SIGMA: 1.73, LD: 0.24, APO : 501666.98
RUN #: 806, SAMPLE #: 109, EFPA: -11.74, SIGMA: -1.01, LD: 0.23, APO : 510267.47
RUN #: 807, SAMPLE #: 60, EFPA: -11.71, SIGMA: 1.34, LD: 0.24, APO : 542283.50
RUN #: 808, SAMPLE #: 184, EFPA: -11.73, SIGMA: -1.36, LD: 0.22, APO : 514756.19
RUN #: 809, SAMPLE #: 131, EFPA: -11.89, SIGMA: 1.56, LD: 0.24, APO : 545936.86
RUN #: 810, SAMPLE #: 81, EFPA: -11.61, SIGMA: 0.05, LD: 0.24, APO : 521334.88
RUN #: 811, SAMPLE #: 29, EFPA: -11.57, SIGMA: -0.45, LD: 0.23, APO : 560177.28
RUN #: 812, SAMPLE #: 120, EFPA: -11.74, SIGMA: -0.70, LD: 0.24, APO : 515661.32
RUN #: 813, SAMPLE #: 142, EFPA: -11.70, SIGMA: -0.67, LD: 0.24, APO : 567067.10
RUN #: 814, SAMPLE #: 111, EFPA: -11.53, SIGMA: -0.88, LD: 0.25, APO : 576606.12
RUN #: 815, SAMPLE #: 200, EFPA: -11.37, SIGMA: 2.13, LD: 0.24, APO : 507586.98
RUN #: 816, SAMPLE #: 123, EFPA: -11.69, SIGMA: -0.88, LD: 0.24, APO : 580126.35
RUN #: 817, SAMPLE #: 148, EFPA: -11.56, SIGMA: -0.17, LD: 0.26, APO : 523970.90
RUN #: 818, SAMPLE #: 200, EFPA: -11.70, SIGMA: -1.70, LD: 0.26, APO : 476469.21
RUN #: 819, SAMPLE #: 75, EFPA: -11.74, SIGMA: 1.65, LD: 0.23, APO : 545114.23
RUN #: 820, SAMPLE #: 47, EFPA: -11.81, SIGMA: -0.66, LD: 0.25, APO : 547071.23
RUN #: 821, SAMPLE #: 42, EFPA: -11.87, SIGMA: -1.00, LD: 0.23, APO : 465257.31
RUN #: 822, SAMPLE #: 97, EFPA: -11.65, SIGMA: 1.03, LD: 0.21, APO : 498674.42
RUN #: 823, SAMPLE #: 92, EFPA: -11.58, SIGMA: -1.07, LD: 0.23, APO : 559300.24
RUN #: 824, SAMPLE #: 106, EFPA: -11.75, SIGMA: 0.22, LD: 0.23, APO : 581178.13
RUN #: 825, SAMPLE #: 151, EFPA: -11.53, SIGMA: 0.59, LD: 0.25, APO : 579061.13
RUN #: 826, SAMPLE #: 22, EFPA: -11.70, SIGMA: -1.09, LD: 0.23, APO : 522196.86
RUN #: 827, SAMPLE #: 7, EFPA: -11.90, SIGMA: -0.22, LD: 0.23, APO : 518977.22
RUN #: 828, SAMPLE #: 46, EFPA: -11.47, SIGMA: -0.41, LD: 0.23, APO : 506639.71
RUN #: 829, SAMPLE #: 57, EFPA: -11.70, SIGMA: -1.35, LD: 0.24, APO : 532082.67
RUN #: 830, SAMPLE #: 33, EFPA: -11.73, SIGMA: 0.02, LD: 0.24, APO : 550469.40
RUN #: 831, SAMPLE #: 156, EFPA: -11.70, SIGMA: -0.65, LD: 0.23, APO : 508034.88
RUN #: 832, SAMPLE #: 52, EFPA: -11.62, SIGMA: 0.69, LD: 0.21, APO : 625814.39
RUN #: 833, SAMPLE #: 165, EFPA: -11.60, SIGMA: -1.14, LD: 0.23, APO : 548501.58
RUN #: 834, SAMPLE #: 130, EFPA: -11.57, SIGMA: -0.36, LD: 0.23, APO : 548298.76
RUN #: 835, SAMPLE #: 73, EFPA: -11.66, SIGMA: -2.04, LD: 0.25, APO : 511905.61
RUN #: 836, SAMPLE #: 68, EFPA: -11.79, SIGMA: 1.34, LD: 0.25, APO : 502325.42
RUN #: 837, SAMPLE #: 152, EFPA: -11.73, SIGMA: -0.44, LD: 0.24, APO : 513142.28
RUN #: 838, SAMPLE #: 73, EFPA: -11.80, SIGMA: 2.01, LD: 0.23, APO : 527165.10
RUN #: 839, SAMPLE #: 151, EFPA: -11.59, SIGMA: -0.31, LD: 0.26, APO : 497985.05
RUN #: 840, SAMPLE #: 110, EFPA: -11.53, SIGMA: 0.48, LD: 0.23, APO : 511914.33
RUN #: 841, SAMPLE #: 143, EFPA: -11.67, SIGMA: -1.39, LD: 0.25, APO : 528392.19
RUN #: 842, SAMPLE #: 33, EFPA: -11.72, SIGMA: -2.00, LD: 0.22, APO : 492634.83
RUN #: 843, SAMPLE #: 97, EFPA: -11.82, SIGMA: -0.44, LD: 0.27, APO : 533654.41
RUN #: 844, SAMPLE #: 99, EFPA: -11.73, SIGMA: -0.54, LD: 0.22, APO : 468359.20
RUN #: 845, SAMPLE #: 146, EFPA: -11.68, SIGMA: 0.62, LD: 0.26, APO : 506786.02
RUN #: 846, SAMPLE #: 48, EFPA: -11.77, SIGMA: -0.15, LD: 0.22, APO : 505653.08
RUN #: 847, SAMPLE #: 169, EFPA: -11.66, SIGMA: -0.36, LD: 0.28, APO : 565041.58
RUN #: 848, SAMPLE #: 85, EFPA: -11.61, SIGMA: 1.55, LD: 0.24, APO : 515753.94
RUN #: 849, SAMPLE #: 3, EFPA: -11.75, SIGMA: -0.80, LD: 0.23, APO : 521940.61
RUN #: 850, SAMPLE #: 158, EFPA: -11.64, SIGMA: 0.46, LD: 0.25, APO : 497336.48
RUN #: 851, SAMPLE #: 159, EFPA: -11.65, SIGMA: 0.23, LD: 0.24, APO : 502983.44
RUN #: 852, SAMPLE #: 2, EFPA: -11.61, SIGMA: 0.22, LD: 0.24, APO : 520382.00
RUN #: 853, SAMPLE #: 136, EFPA: -11.86, SIGMA: 1.43, LD: 0.24, APO : 511879.34
RUN #: 854, SAMPLE #: 78, EFPA: -11.87, SIGMA: 0.82, LD: 0.25, APO : 547786.18
RUN #: 855, SAMPLE #: 81, EFPA: -11.77, SIGMA: -0.20, LD: 0.26, APO : 498539.57
RUN #: 856, SAMPLE #: 73, EFPA: -11.56, SIGMA: -1.87, LD: 0.24, APO : 541819.52
RUN #: 857, SAMPLE #: 38, EFPA: -11.76, SIGMA: -1.09, LD: 0.23, APO : 537582.17
RUN #: 858, SAMPLE #: 179, EFPA: -11.63, SIGMA: 1.32, LD: 0.24, APO : 576043.46
RUN #: 859, SAMPLE #: 20, EFPA: -11.81, SIGMA: -0.29, LD: 0.24, APO : 515647.70
RUN #: 860, SAMPLE #: 51, EFPA: -11.67, SIGMA: 0.43, LD: 0.25, APO : 567366.02
RUN #: 861, SAMPLE #: 198, EFPA: -11.66, SIGMA: -0.01, LD: 0.24, APO : 525865.49
RUN #: 862, SAMPLE #: 11, EFPA: -11.75, SIGMA: 1.01, LD: 0.21, APO : 537556.12
RUN #: 863, SAMPLE #: 50, EFPA: -11.97, SIGMA: 0.66, LD: 0.24, APO : 560329.28
RUN #: 864, SAMPLE #: 43, EFPA: -11.77, SIGMA: -0.88, LD: 0.25, APO : 525431.98
RUN #: 865, SAMPLE #: 115, EFPA: -11.66, SIGMA: 0.27, LD: 0.26, APO : 517536.91
RUN #: 866, SAMPLE #: 155, EFPA: -11.69, SIGMA: 1.64, LD: 0.26, APO : 542050.04
RUN #: 867, SAMPLE #: 68, EFPA: -11.66, SIGMA: -1.22, LD: 0.24, APO : 525057.17
RUN #: 868, SAMPLE #: 190, EFPA: -11.64, SIGMA: 0.12, LD: 0.25, APO : 501601.12
RUN #: 869, SAMPLE #: 51, EFPA: -11.61, SIGMA: -2.07, LD: 0.24, APO : 530821.42
RUN #: 870, SAMPLE #: 1, EFPA: -11.73, SIGMA: 0.83, LD: 0.26, APO : 448971.43
RUN #: 871, SAMPLE #: 198, EFPA: -11.52, SIGMA: -0.35, LD: 0.24, APO : 503493.38
RUN #: 872, SAMPLE #: 108, EFPA: -11.83, SIGMA: 1.10, LD: 0.25, APO : 568060.33
RUN #: 873, SAMPLE #: 138, EFPA: -11.62, SIGMA: 1.72, LD: 0.25, APO : 523485.10
RUN #: 874, SAMPLE #: 124, EFPA: -11.77, SIGMA: -0.48, LD: 0.23, APO : 519934.57
RUN #: 875, SAMPLE #: 112, EFPA: -11.65, SIGMA: -0.75, LD: 0.26, APO : 518672.51
RUN #: 876, SAMPLE #: 72, EFPA: -11.73, SIGMA: 0.38, LD: 0.24, APO : 496288.75
RUN #: 877, SAMPLE #: 92, EFPA: -11.76, SIGMA: -0.15, LD: 0.24, APO : 514640.44
RUN #: 878, SAMPLE #: 56, EFPA: -11.62, SIGMA: 0.74, LD: 0.24, APO : 600945.15
RUN #: 879, SAMPLE #: 162, EFPA: -11.63, SIGMA: -0.40, LD: 0.23, APO : 556164.58
RUN #: 880, SAMPLE #: 164, EFPA: -11.71, SIGMA: -0.26, LD: 0.25, APO : 531290.21
RUN #: 881, SAMPLE #: 88, EFPA: -11.64, SIGMA: 1.43, LD: 0.24, APO : 516087.30
RUN #: 882, SAMPLE #: 82, EFPA: -11.71, SIGMA: 1.23, LD: 0.22, APO : 493973.87
RUN #: 883, SAMPLE #: 71, EFPA: -11.75, SIGMA: 0.79, LD: 0.25, APO : 581929.28
RUN #: 884, SAMPLE #: 66, EFPA: -11.60, SIGMA: 0.67, LD: 0.22, APO : 538273.30
RUN #: 885, SAMPLE #: 47, EFPA: -11.80, SIGMA: -1.03, LD: 0.24, APO : 527038.57
RUN #: 886, SAMPLE #: 97, EFPA: -11.63, SIGMA: 0.13, LD: 0.25, APO : 547727.96
RUN #: 887, SAMPLE #: 171, EFPA: -11.73, SIGMA: -0.83, LD: 0.22, APO : 483505.38
RUN #: 888, SAMPLE #: 87, EFPA: -11.72, SIGMA: 2.27, LD: 0.24, APO : 530143.87
RUN #: 889, SAMPLE #: 118, EFPA: -11.82, SIGMA: 0.16, LD: 0.24, APO : 512107.31
RUN #: 890, SAMPLE #: 9, EFPA: -11.69, SIGMA: -1.02, LD: 0.24, APO : 487993.90
RUN #: 891, SAMPLE #: 10, EFPA: -11.70, SIGMA: -1.41, LD: 0.23, APO : 518073.14
RUN #: 892, SAMPLE #: 179, EFPA: -11.57, SIGMA: 0.33, LD: 0.26, APO : 554763.79
RUN #: 893, SAMPLE #: 146, EFPA: -11.68, SIGMA: -1.22, LD: 0.23, APO : 515196.24
RUN #: 894, SAMPLE #: 111, EFPA: -11.65, SIGMA: 0.93, LD: 0.21, APO : 522163.54
RUN #: 895, SAMPLE #: 171, EFPA: -11.53, SIGMA: 0.43, LD: 0.25, APO : 539969.85
RUN #: 896, SAMPLE #: 42, EFPA: -11.73, SIGMA: 0.21, LD: 0.25, APO : 498345.41
RUN #: 897, SAMPLE #: 155, EFPA: -11.75, SIGMA: 0.90, LD: 0.22, APO : 539163.57
RUN #: 898, SAMPLE #: 71, EFPA: -11.78, SIGMA: 0.49, LD: 0.23, APO : 493740.69
RUN #: 899, SAMPLE #: 30, EFPA: -11.55, SIGMA: -0.61, LD: 0.27, APO : 544144.61
RUN #: 900, SAMPLE #: 96, EFPA: -11.65, SIGMA: 0.55, LD: 0.23, APO : 491182.19
RUN #: 901, SAMPLE #: 140, EFPA: -11.50, SIGMA: -0.79, LD: 0.24, APO : 552314.69
RUN #: 902, SAMPLE #: 174, EFPA: -11.81, SIGMA: 1.32, LD: 0.25, APO : 493431.36
RUN #: 903, SAMPLE #: 152, EFPA: -11.66, SIGMA: -1.98, LD: 0.23, APO : 568670.49
RUN #: 904, SAMPLE #: 66, EFPA: -11.80, SIGMA: 2.19, LD: 0.25, APO : 516334.67
RUN #: 905, SAMPLE #: 198, EFPA: -11.82, SIGMA: -0.20, LD: 0.24, APO : 499130.07
RUN #: 906, SAMPLE #: 43, EFPA: -11.66, SIGMA: -1.90, LD: 0.24, APO : 553349.20
RUN #: 907, SAMPLE #: 103, EFPA: -11.76, SIGMA: 0.15, LD: 0.26, APO : 525612.55
RUN #: 908, SAMPLE #: 137, EFPA: -11.59, SIGMA: 1.08, LD: 0.24, APO : 492631.86
RUN #: 909, SAMPLE #: 164, EFPA: -11.74, SIGMA: -0.89, LD: 0.26, APO : 571186.91
RUN #: 910, SAMPLE #: 28, EFPA: -11.63, SIGMA: -0.75, LD: 0.25, APO : 542878.89
RUN #: 911, SAMPLE #: 162, EFPA: -11.69, SIGMA: 0.60, LD: 0.25, APO : 469515.36
RUN #: 912, SAMPLE #: 22, EFPA: -11.71, SIGMA: 0.83, LD: 0.25, APO : 554328.94
RUN #: 913, SAMPLE #: 140, EFPA: -11.58, SIGMA: 1.02, LD: 0.24, APO : 504070.81
RUN #: 914, SAMPLE #: 178, EFPA: -11.65, SIGMA: -0.02, LD: 0.26, APO : 528675.45
RUN #: 915, SAMPLE #: 1, EFPA: -11.65, SIGMA: -0.43, LD: 0.26, APO : 526918.79
RUN #: 916, SAMPLE #: 12, EFPA: -11.55, SIGMA: 0.35, LD: 0.23, APO : 519069.46
RUN #: 917, SAMPLE #: 143, EFPA: -11.80, SIGMA: -0.44, LD: 0.23, APO : 516213.91
RUN #: 918, SAMPLE #: 171, EFPA: -11.66, SIGMA: 1.77, LD: 0.24, APO : 563439.71
RUN #: 919, SAMPLE #: 9, EFPA: -11.85, SIGMA: -0.28, LD: 0.22, APO : 483716.51
RUN #: 920, SAMPLE #: 76, EFPA: -11.70, SIGMA: 0.49, LD: 0.25, APO : 522833.34
RUN #: 921, SAMPLE #: 55, EFPA: -11.77, SIGMA: 0.63, LD: 0.23, APO : 505672.24
RUN #: 922, SAMPLE #: 103, EFPA: -11.70, SIGMA: 0.97, LD: 0.25, APO : 524409.06
RUN #: 923, SAMPLE #: 83, EFPA: -11.52, SIGMA: 0.24, LD: 0.25, APO : 495056.02
RUN #: 924, SAMPLE #: 94, EFPA: -11.76, SIGMA: -0.77, LD: 0.24, APO : 540405.06
RUN #: 925, SAMPLE #: 117, EFPA: -11.72, SIGMA: -0.45, LD: 0.25, APO : 613088.55
RUN #: 926, SAMPLE #: 43, EFPA: -11.73, SIGMA: 1.23, LD: 0.22, APO : 502966.19
RUN #: 927, SAMPLE #: 24, EFPA: -11.81, SIGMA: 0.86, LD: 0.24, APO : 488473.85
RUN #: 928, SAMPLE #: 10, EFPA: -11.61, SIGMA: 1.76, LD: 0.22, APO : 493956.06
RUN #: 929, SAMPLE #: 4, EFPA: -11.80, SIGMA: -1.30, LD: 0.23, APO : 513427.06
RUN #: 930, SAMPLE #: 147, EFPA: -11.74, SIGMA: -1.68, LD: 0.23, APO : 534254.23
RUN #: 931, SAMPLE #: 66, EFPA: -11.87, SIGMA: 0.67, LD: 0.23, APO : 531580.99
RUN #: 932, SAMPLE #: 54, EFPA: -11.57, SIGMA: 0.23, LD: 0.25, APO : 494570.86
RUN #: 933, SAMPLE #: 98, EFPA: -11.63, SIGMA: -1.28, LD: 0.26, APO : 530738.05
RUN #: 934, SAMPLE #: 29, EFPA: -11.81, SIGMA: 1.06, LD: 0.23, APO : 535381.97
RUN #: 935, SAMPLE #: 22, EFPA: -11.58, SIGMA: 0.32, LD: 0.22, APO : 493535.41
RUN #: 936, SAMPLE #: 140, EFPA: -11.68, SIGMA: -0.09, LD: 0.25, APO : 555637.94
RUN #: 937, SAMPLE #: 114, EFPA: -11.53, SIGMA: -0.21, LD: 0.23, APO : 512785.44
RUN #: 938, SAMPLE #: 128, EFPA: -11.72, SIGMA: -1.31, LD: 0.25, APO : 521278.33
RUN #: 939, SAMPLE #: 195, EFPA: -11.58, SIGMA: -0.88, LD: 0.26, APO : 566343.13
RUN #: 940, SAMPLE #: 103, EFPA: -11.94, SIGMA: 1.12, LD: 0.25, APO : 512478.58
RUN #: 941, SAMPLE #: 33, EFPA: -11.70, SIGMA: -0.96, LD: 0.23, APO : 524919.81
RUN #: 942, SAMPLE #: 196, EFPA: -11.83, SIGMA: 1.79, LD: 0.25, APO : 515678.04
RUN #: 943, SAMPLE #: 139, EFPA: -11.76, SIGMA: -0.35, LD: 0.23, APO : 553701.31
RUN #: 944, SAMPLE #: 98, EFPA: -11.63, SIGMA: 0.61, LD: 0.22, APO : 492592.29
RUN #: 945, SAMPLE #: 99, EFPA: -11.65, SIGMA: -0.49, LD: 0.23, APO : 527353.49
RUN #: 946, SAMPLE #: 24, EFPA: -11.75, SIGMA: -1.27, LD: 0.24, APO : 502962.52
RUN #: 947, SAMPLE #: 33, EFPA: -11.74, SIGMA: 0.36, LD: 0.25, APO : 515527.28
RUN #: 948, SAMPLE #: 177, EFPA: -11.63, SIGMA: 1.88, LD: 0.22, APO : 506079.15
RUN #: 949, SAMPLE #: 127, EFPA: -11.72, SIGMA: -0.10, LD: 0.23, APO : 464632.33
RUN #: 950, SAMPLE #: 177, EFPA: -11.82, SIGMA: 0.63, LD: 0.21, APO : 509853.38
RUN #: 951, SAMPLE #: 165, EFPA: -11.50, SIGMA: 1.15, LD: 0.24, APO : 499446.51
RUN #: 952, SAMPLE #: 8, EFPA: -11.84, SIGMA: 0.59, LD: 0.21, APO : 572715.66
RUN #: 953, SAMPLE #: 54, EFPA: -11.80, SIGMA: -0.53, LD: 0.24, APO : 497278.37
RUN #: 954, SAMPLE #: 53, EFPA: -11.70, SIGMA: -1.64, LD: 0.22, APO : 495835.33
RUN #: 955, SAMPLE #: 54, EFPA: -11.78, SIGMA: -0.14, LD: 0.24, APO : 545318.19
RUN #: 956, SAMPLE #: 153, EFPA: -11.58, SIGMA: -1.09, LD: 0.23, APO : 497468.76
RUN #: 957, SAMPLE #: 20, EFPA: -11.67, SIGMA: 0.65, LD: 0.23, APO : 513030.66
RUN #: 958, SAMPLE #: 104, EFPA: -11.65, SIGMA: 0.51, LD: 0.25, APO : 558735.76
RUN #: 959, SAMPLE #: 126, EFPA: -11.70, SIGMA: -1.37, LD: 0.26, APO : 490692.43
RUN #: 960, SAMPLE #: 194, EFPA: -11.67, SIGMA: -1.23, LD: 0.22, APO : 553696.06
RUN #: 961, SAMPLE #: 10, EFPA: -11.67, SIGMA: -0.42, LD: 0.25, APO : 508619.01
RUN #: 962, SAMPLE #: 24, EFPA: -11.52, SIGMA: -1.13, LD: 0.27, APO : 494157.67
RUN #: 963, SAMPLE #: 36, EFPA: -11.62, SIGMA: 1.70, LD: 0.23, APO : 565386.11
RUN #: 964, SAMPLE #: 9, EFPA: -11.66, SIGMA: -0.37, LD: 0.23, APO : 508798.51
RUN #: 965, SAMPLE #: 103, EFPA: -11.66, SIGMA: -0.61, LD: 0.24, APO : 482980.70
RUN #: 966, SAMPLE #: 42, EFPA: -11.63, SIGMA: -1.80, LD: 0.24, APO : 536983.91
RUN #: 967, SAMPLE #: 139, EFPA: -11.52, SIGMA: 0.70, LD: 0.24, APO : 533520.32
RUN #: 968, SAMPLE #: 133, EFPA: -11.66, SIGMA: -0.89, LD: 0.26, APO : 580930.06
RUN #: 969, SAMPLE #: 17, EFPA: -11.83, SIGMA: 1.27, LD: 0.26, APO : 525902.45
RUN #: 970, SAMPLE #: 151, EFPA: -11.65, SIGMA: -1.11, LD: 0.25, APO : 547188.45
